9c38a08933154e128bb550246285f9e4,-119.1,35.0,2024-08-07T00:00:00,Earthquakes in southern Central Valley California
47e49522f2a04306af0d411f95c09e04,-117.07,36.6,2024-10-25T00:00:00,Earthquakes in Death Valley
8dac6ccf900943ab8712bdd5a8d5c8c8,121.55,23.67,2024-04-22T00:00:00,Earthquake Swarm in Taiwan; April 2024
52b8fc8c74c94dceaeabb852dea4046b,-22.4125,63.868,2023-11-19T00:00:00,Animated 3D model of volcanic seismicity in Iceland
